Word,Bigram,Conc.M,Conc.SD,Unknown,Total,Percent_known,SUBTLEX,Dom_Pos,word,log_freq,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,subject,survey_code,responses,type,view_history,trial_category,stimulus,key_press,sensible,critical,Class,practice,order,correct,string,same,version_with_order,item_version,item,source,different_frame,ambiguity_type,response,correct_response,Gender,Native_Speaker,Mobile_Device,Age,B1,B2
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,59,,html-keyboard-response,218,58833,0.0-105.0-0.0,11d329mhsy,11d329mhsy,,,,,It was a reddish orange.<p>,77,S,yes,N,main,first,,orange,FALSE,M2_b_M1_a,M2_b,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Female,Yes,Yes,19,2,Pool
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,100,,html-keyboard-response,219,58936,0.0-105.0-1.0,11d329mhsy,11d329mhsy,,,,,It was a juicy orange.<p>,88,S,yes,N,main,second,,orange,FALSE,M2_b_M1_a,M1_a,28,Klepousniotou et al (2008),No,Polysemy,N,FALSE,Female,Yes,Yes,19,2,Pool
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1138,,html-keyboard-response,92,153547,0.0-42.0-0.0,np8fheoehh,np8fheoehh,,,,,It was a ripe orange.<p>,77,S,yes,N,main,first,,orange,TRUE,M1_b_M1_a,M1_b,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Male,Yes,No,21,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,577,,html-keyboard-response,93,154125,0.0-42.0-1.0,np8fheoehh,np8fheoehh,,,,,It was a juicy orange.<p>,77,S,yes,N,main,second,,orange,TRUE,M1_b_M1_a,M1_a,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Male,Yes,No,21,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,2707,,html-keyboard-response,80,317685,0.0-36.0-0.0,jjpm6guwej,jjpm6guwej,,,,,It was a reddish orange.<p>,77,S,yes,N,main,first,,orange,FALSE,M2_b_M1_a,M2_b,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Male,Yes,No,21,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,7331,,html-keyboard-response,81,325018,0.0-36.0-1.0,jjpm6guwej,jjpm6guwej,,,,,It was a juicy orange.<p>,88,S,yes,N,main,second,,orange,FALSE,M2_b_M1_a,M1_a,28,Klepousniotou et al (2008),No,Polysemy,N,FALSE,Male,Yes,No,21,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1112,,html-keyboard-response,186,260739,0.0-89.0-0.0,xyokc18f4l,xyokc18f4l,,,,,It was a bright orange.<p>,77,S,yes,N,main,first,,orange,FALSE,M2_a_M1_b,M2_a,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Female,Yes,No,19,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1437,,html-keyboard-response,187,262178,0.0-89.0-1.0,xyokc18f4l,xyokc18f4l,,,,,It was a ripe orange.<p>,77,S,yes,N,main,second,,orange,FALSE,M2_a_M1_b,M1_b,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Female,Yes,No,19,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1772,,html-keyboard-response,190,382563,0.0-91.0-0.0,nkwr4ou2vr,nkwr4ou2vr,,,,,It was a reddish orange.<p>,77,S,yes,N,main,first,,orange,FALSE,M2_b_M1_b,M2_b,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Female,Yes,No,21,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1252,,html-keyboard-response,191,383817,0.0-91.0-1.0,nkwr4ou2vr,nkwr4ou2vr,,,,,It was a ripe orange.<p>,77,S,yes,N,main,second,,orange,FALSE,M2_b_M1_b,M1_b,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Female,Yes,No,21,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,834,,html-keyboard-response,220,1731465,0.0-106.0-0.0,ael4gl3t9n,ael4gl3t9n,,,,,It was a juicy orange.<p>,77,S,yes,N,main,first,,orange,FALSE,M1_a_M2_b,M1_a,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Female,Yes,No,22,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1334,,html-keyboard-response,221,1732800,0.0-106.0-1.0,ael4gl3t9n,ael4gl3t9n,,,,,It was a reddish orange.<p>,77,S,yes,N,main,second,,orange,FALSE,M1_a_M2_b,M2_b,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Female,Yes,No,22,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,849,,html-keyboard-response,148,200585,0.0-70.0-0.0,v7jj90th1k,v7jj90th1k,,,,,It was a ripe orange.<p>,77,S,yes,N,main,first,,orange,TRUE,M1_b_M1_a,M1_b,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Female,Yes,Yes,18,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,768,,html-keyboard-response,149,201354,0.0-70.0-1.0,v7jj90th1k,v7jj90th1k,,,,,It was a juicy orange.<p>,77,S,yes,N,main,second,,orange,TRUE,M1_b_M1_a,M1_a,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Female,Yes,Yes,18,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1405,,html-keyboard-response,226,481357,0.0-109.0-0.0,gl71hqusr0,gl71hqusr0,,,,,It was a reddish orange.<p>,77,S,yes,N,main,first,,orange,FALSE,M2_b_M1_a,M2_b,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Male,Yes,No,23,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1923,,html-keyboard-response,227,483280,0.0-109.0-1.0,gl71hqusr0,gl71hqusr0,,,,,It was a juicy orange.<p>,88,S,yes,N,main,second,,orange,FALSE,M2_b_M1_a,M1_a,28,Klepousniotou et al (2008),No,Polysemy,N,FALSE,Male,Yes,No,23,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,962,,html-keyboard-response,148,225664,0.0-70.0-0.0,b3kl0cgv2r,b3kl0cgv2r,,,,,It was a ripe orange.<p>,88,S,yes,N,main,first,,orange,FALSE,M1_b_M2_a,M1_b,28,Klepousniotou et al (2008),No,Polysemy,N,FALSE,Female,Yes,No,20,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,796,,html-keyboard-response,149,226462,0.0-70.0-1.0,b3kl0cgv2r,b3kl0cgv2r,,,,,It was a bright orange.<p>,77,S,yes,N,main,second,,orange,FALSE,M1_b_M2_a,M2_a,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Female,Yes,No,20,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1243,,html-keyboard-response,44,136568,0.0-18.0-0.0,sn1yu7vsxd,sn1yu7vsxd,,,,,It was a reddish orange.<p>,77,S,yes,N,main,first,,orange,FALSE,M2_b_M1_a,M2_b,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Female,Yes,No,19,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1318,,html-keyboard-response,45,137887,0.0-18.0-1.0,sn1yu7vsxd,sn1yu7vsxd,,,,,It was a juicy orange.<p>,77,S,yes,N,main,second,,orange,FALSE,M2_b_M1_a,M1_a,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Female,Yes,No,19,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1887,,html-keyboard-response,232,541583,0.0-112.0-0.0,xqssc38w0c,xqssc38w0c,,,,,It was a reddish orange.<p>,77,S,yes,N,main,first,,orange,FALSE,M2_b_M1_a,M2_b,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Prefer not to answer,Yes,No,19,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,991,,html-keyboard-response,233,542576,0.0-112.0-1.0,xqssc38w0c,xqssc38w0c,,,,,It was a juicy orange.<p>,77,S,yes,N,main,second,,orange,FALSE,M2_b_M1_a,M1_a,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Prefer not to answer,Yes,No,19,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1113,,html-keyboard-response,164,263330,0.0-78.0-0.0,4c5xx9azr7,4c5xx9azr7,,,,,It was a reddish orange.<p>,77,S,yes,N,main,first,,orange,FALSE,M2_b_M1_a,M2_b,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Female,Yes,No,21,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1116,,html-keyboard-response,165,264447,0.0-78.0-1.0,4c5xx9azr7,4c5xx9azr7,,,,,It was a juicy orange.<p>,77,S,yes,N,main,second,,orange,FALSE,M2_b_M1_a,M1_a,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Female,Yes,No,21,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1578,,html-keyboard-response,194,245686,0.0-93.0-0.0,7xvtzxsdt8,7xvtzxsdt8,,,,,It was a juicy orange.<p>,77,S,yes,N,main,first,,orange,TRUE,M1_a_M1_b,M1_a,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Female,No,No,22,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,717,,html-keyboard-response,195,246404,0.0-93.0-1.0,7xvtzxsdt8,7xvtzxsdt8,,,,,It was a ripe orange.<p>,77,S,yes,N,main,second,,orange,TRUE,M1_a_M1_b,M1_b,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Female,No,No,22,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,2540,,html-keyboard-response,156,218599,0.0-74.0-0.0,dbd0l1933k,dbd0l1933k,,,,,It was a bright orange.<p>,77,S,yes,N,main,first,,orange,FALSE,M2_a_M1_b,M2_a,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Male,Yes,No,18,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,756,,html-keyboard-response,157,219355,0.0-74.0-1.0,dbd0l1933k,dbd0l1933k,,,,,It was a ripe orange.<p>,77,S,yes,N,main,second,,orange,FALSE,M2_a_M1_b,M1_b,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Male,Yes,No,18,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1326,,html-keyboard-response,178,517412,0.0-85.0-0.0,spkx08cwjj,spkx08cwjj,,,,,It was a juicy orange.<p>,77,S,yes,N,main,first,,orange,FALSE,M1_a_M2_b,M1_a,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Female,Yes,No,18,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1948,,html-keyboard-response,179,519361,0.0-85.0-1.0,spkx08cwjj,spkx08cwjj,,,,,It was a reddish orange.<p>,77,S,yes,N,main,second,,orange,FALSE,M1_a_M2_b,M2_b,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Female,Yes,No,18,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1001,,html-keyboard-response,28,38571,0.0-10.0-0.0,c4mymxaxyd,c4mymxaxyd,,,,,It was a bright orange.<p>,77,S,yes,N,main,first,,orange,TRUE,M2_a_M2_b,M2_a,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Male,Yes,Prefer not to answer,20,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,31,,html-keyboard-response,29,38603,0.0-10.0-1.0,c4mymxaxyd,c4mymxaxyd,,,,,It was a reddish orange.<p>,88,S,yes,N,main,second,,orange,TRUE,M2_a_M2_b,M2_b,28,Klepousniotou et al (2008),No,Polysemy,N,FALSE,Male,Yes,Prefer not to answer,20,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,900,,html-keyboard-response,158,447189,0.0-75.0-0.0,epkefl89q5,epkefl89q5,,,,,It was a reddish orange.<p>,88,S,yes,N,main,first,,orange,FALSE,M2_b_M1_a,M2_b,28,Klepousniotou et al (2008),No,Polysemy,N,FALSE,Female,Yes,No,20,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1248,,html-keyboard-response,159,448438,0.0-75.0-1.0,epkefl89q5,epkefl89q5,,,,,It was a juicy orange.<p>,77,S,yes,N,main,second,,orange,FALSE,M2_b_M1_a,M1_a,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Female,Yes,No,20,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,2829,,html-keyboard-response,186,493957,0.0-89.0-0.0,a8j6dedxww,a8j6dedxww,,,,,It was a juicy orange.<p>,77,S,yes,N,main,first,,orange,FALSE,M1_a_M2_a,M1_a,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Female,No,No,22,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,2931,,html-keyboard-response,187,496888,0.0-89.0-1.0,a8j6dedxww,a8j6dedxww,,,,,It was a bright orange.<p>,88,S,yes,N,main,second,,orange,FALSE,M1_a_M2_a,M2_a,28,Klepousniotou et al (2008),No,Polysemy,N,FALSE,Female,No,No,22,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1516,,html-keyboard-response,72,160202,0.0-32.0-0.0,36hk5eeq3x,36hk5eeq3x,,,,,It was a bright orange.<p>,77,S,yes,N,main,first,,orange,TRUE,M2_a_M2_b,M2_a,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Male,Yes,No,21,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1138,,html-keyboard-response,73,161341,0.0-32.0-1.0,36hk5eeq3x,36hk5eeq3x,,,,,It was a reddish orange.<p>,77,S,yes,N,main,second,,orange,TRUE,M2_a_M2_b,M2_b,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Male,Yes,No,21,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,842,,html-keyboard-response,190,273012,0.0-91.0-0.0,flr5bk7hm2,flr5bk7hm2,,,,,It was a juicy orange.<p>,77,S,yes,N,main,first,,orange,FALSE,M1_a_M2_b,M1_a,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Female,Yes,No,21,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,892,,html-keyboard-response,191,273906,0.0-91.0-1.0,flr5bk7hm2,flr5bk7hm2,,,,,It was a reddish orange.<p>,77,S,yes,N,main,second,,orange,FALSE,M1_a_M2_b,M2_b,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Female,Yes,No,21,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,74,,html-keyboard-response,250,44008,0.0-121.0-0.0,025wu2m6bs,025wu2m6bs,,,,,It was a bright orange.<p>,88,S,yes,N,main,first,,orange,FALSE,M2_a_M1_b,M2_a,28,Klepousniotou et al (2008),No,Polysemy,N,FALSE,Female,Yes,No,21,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,91,,html-keyboard-response,251,44100,0.0-121.0-1.0,025wu2m6bs,025wu2m6bs,,,,,It was a ripe orange.<p>,77,S,yes,N,main,second,,orange,FALSE,M2_a_M1_b,M1_b,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Female,Yes,No,21,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1994,,html-keyboard-response,50,69364,0.0-21.0-0.0,kha24hryvm,kha24hryvm,,,,,It was a ripe orange.<p>,77,S,yes,N,main,first,,orange,FALSE,M1_b_M2_a,M1_b,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Female,Yes,No,20,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1271,,html-keyboard-response,51,70636,0.0-21.0-1.0,kha24hryvm,kha24hryvm,,,,,It was a bright orange.<p>,77,S,yes,N,main,second,,orange,FALSE,M1_b_M2_a,M2_a,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Female,Yes,No,20,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1943,,html-keyboard-response,108,190541,0.0-50.0-0.0,nrxcy3jh2z,nrxcy3jh2z,,,,,It was a ripe orange.<p>,77,S,yes,N,main,first,,orange,TRUE,M1_b_M1_a,M1_b,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Female,Yes,No,21,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,692,,html-keyboard-response,109,191235,0.0-50.0-1.0,nrxcy3jh2z,nrxcy3jh2z,,,,,It was a juicy orange.<p>,77,S,yes,N,main,second,,orange,TRUE,M1_b_M1_a,M1_a,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Female,Yes,No,21,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,2056,,html-keyboard-response,144,355036,0.0-68.0-0.0,wdgq8cekjp,wdgq8cekjp,,,,,It was a juicy orange.<p>,77,S,yes,N,main,first,,orange,FALSE,M1_a_M2_a,M1_a,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Female,Yes,No,21,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1108,,html-keyboard-response,145,356147,0.0-68.0-1.0,wdgq8cekjp,wdgq8cekjp,,,,,It was a bright orange.<p>,77,S,yes,N,main,second,,orange,FALSE,M1_a_M2_a,M2_a,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Female,Yes,No,21,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,3977,,html-keyboard-response,28,228067,0.0-10.0-0.0,3lr2j29be7,3lr2j29be7,,,,,It was a reddish orange.<p>,77,S,yes,N,main,first,,orange,FALSE,M2_b_M1_b,M2_b,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Female,Yes,No,21,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1858,,html-keyboard-response,29,229928,0.0-10.0-1.0,3lr2j29be7,3lr2j29be7,,,,,It was a ripe orange.<p>,77,S,yes,N,main,second,,orange,FALSE,M2_b_M1_b,M1_b,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Female,Yes,No,21,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,139,,html-keyboard-response,70,57572,0.0-31.0-0.0,yhqhl5et6s,yhqhl5et6s,,,,,It was a bright orange.<p>,88,S,yes,N,main,first,,orange,TRUE,M2_a_M2_b,M2_a,28,Klepousniotou et al (2008),No,Polysemy,N,FALSE,Female,Yes,No,19,2,Pool
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,139,,html-keyboard-response,71,57713,0.0-31.0-1.0,yhqhl5et6s,yhqhl5et6s,,,,,It was a reddish orange.<p>,88,S,yes,N,main,second,,orange,TRUE,M2_a_M2_b,M2_b,28,Klepousniotou et al (2008),No,Polysemy,N,FALSE,Female,Yes,No,19,2,Pool
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,935,,html-keyboard-response,142,236549,0.0-67.0-0.0,5zu5xn1fq8,5zu5xn1fq8,,,,,It was a ripe orange.<p>,77,S,yes,N,main,first,,orange,FALSE,M1_b_M2_b,M1_b,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Female,Yes,No,22,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,701,,html-keyboard-response,143,237250,0.0-67.0-1.0,5zu5xn1fq8,5zu5xn1fq8,,,,,It was a reddish orange.<p>,77,S,yes,N,main,second,,orange,FALSE,M1_b_M2_b,M2_b,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Female,Yes,No,22,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,3087,,html-keyboard-response,58,172068,0.0-25.0-0.0,ezjkm10dx5,ezjkm10dx5,,,,,It was a reddish orange.<p>,77,S,yes,N,main,first,,orange,FALSE,M2_b_M1_b,M2_b,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Female,Yes,No,18,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,23389,,html-keyboard-response,59,195458,0.0-25.0-1.0,ezjkm10dx5,ezjkm10dx5,,,,,It was a ripe orange.<p>,77,S,yes,N,main,second,,orange,FALSE,M2_b_M1_b,M1_b,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Female,Yes,No,18,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1285,,html-keyboard-response,248,319827,0.0-120.0-0.0,961ytz4h4r,961ytz4h4r,,,,,It was a bright orange.<p>,77,S,yes,N,main,first,,orange,FALSE,M2_a_M1_a,M2_a,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Female,Yes,No,18,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1370,,html-keyboard-response,249,321200,0.0-120.0-1.0,961ytz4h4r,961ytz4h4r,,,,,It was a juicy orange.<p>,77,S,yes,N,main,second,,orange,FALSE,M2_a_M1_a,M1_a,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Female,Yes,No,18,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1187,,html-keyboard-response,52,128882,0.0-22.0-0.0,evdgzy3cvj,evdgzy3cvj,,,,,It was a juicy orange.<p>,77,S,yes,N,main,first,,orange,FALSE,M1_a_M2_b,M1_a,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Male,Yes,No,18,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1993,,html-keyboard-response,53,130875,0.0-22.0-1.0,evdgzy3cvj,evdgzy3cvj,,,,,It was a reddish orange.<p>,77,S,yes,N,main,second,,orange,FALSE,M1_a_M2_b,M2_b,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Male,Yes,No,18,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1326,,html-keyboard-response,232,436169,0.0-112.0-0.0,koccaak1qr,koccaak1qr,,,,,It was a juicy orange.<p>,77,S,yes,N,main,first,,orange,FALSE,M1_a_M2_a,M1_a,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Male,Yes,No,19,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1883,,html-keyboard-response,233,438053,0.0-112.0-1.0,koccaak1qr,koccaak1qr,,,,,It was a bright orange.<p>,77,S,yes,N,main,second,,orange,FALSE,M1_a_M2_a,M2_a,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Male,Yes,No,19,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1307,,html-keyboard-response,130,281301,0.0-61.0-0.0,nuoxoyemfp,nuoxoyemfp,,,,,It was a bright orange.<p>,77,S,yes,N,main,first,,orange,TRUE,M2_a_M2_b,M2_a,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Female,Yes,No,22,2,Chair
