Word,Bigram,Conc.M,Conc.SD,Unknown,Total,Percent_known,SUBTLEX,Dom_Pos,word,log_freq,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,subject,survey_code,responses,type,view_history,trial_category,stimulus,key_press,sensible,critical,Class,practice,order,correct,string,same,version_with_order,item_version,item,source,different_frame,ambiguity_type,response,correct_response,Gender,Native_Speaker,Mobile_Device,Age,B1,B2
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,831,,html-keyboard-response,150,204729,0.0-71.0-0.0,u6tgegpyj0,u6tgegpyj0,,,,,It was a ripe orange.<p>,77,S,yes,N,main,first,,orange,FALSE,M1_b_M2_b,M1_b,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Prefer not to answer,Yes,No,20,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1440,,html-keyboard-response,151,206170,0.0-71.0-1.0,u6tgegpyj0,u6tgegpyj0,,,,,It was a reddish orange.<p>,88,S,yes,N,main,second,,orange,FALSE,M1_b_M2_b,M2_b,28,Klepousniotou et al (2008),No,Polysemy,N,FALSE,Prefer not to answer,Yes,No,20,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1627,,html-keyboard-response,118,230887,0.0-55.0-0.0,1vz3fdcvtw,1vz3fdcvtw,,,,,It was a reddish orange.<p>,77,S,yes,N,main,first,,orange,FALSE,M2_b_M1_a,M2_b,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Male,Yes,No,20,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1564,,html-keyboard-response,119,232451,0.0-55.0-1.0,1vz3fdcvtw,1vz3fdcvtw,,,,,It was a juicy orange.<p>,77,S,yes,N,main,second,,orange,FALSE,M2_b_M1_a,M1_a,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Male,Yes,No,20,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1836,,html-keyboard-response,116,347126,0.0-54.0-0.0,mwacu22792,mwacu22792,,,,,It was a reddish orange.<p>,77,S,yes,N,main,first,,orange,FALSE,M2_b_M1_b,M2_b,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Male,Yes,No,19,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1617,,html-keyboard-response,117,348745,0.0-54.0-1.0,mwacu22792,mwacu22792,,,,,It was a ripe orange.<p>,77,S,yes,N,main,second,,orange,FALSE,M2_b_M1_b,M1_b,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Male,Yes,No,19,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1831,,html-keyboard-response,202,209146,0.0-97.0-0.0,v75fv9pagb,v75fv9pagb,,,,,It was a reddish orange.<p>,77,S,yes,N,main,first,,orange,TRUE,M2_b_M2_a,M2_b,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Male,Yes,No,29,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1127,,html-keyboard-response,203,210274,0.0-97.0-1.0,v75fv9pagb,v75fv9pagb,,,,,It was a bright orange.<p>,77,S,yes,N,main,second,,orange,TRUE,M2_b_M2_a,M2_a,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Male,Yes,No,29,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1897,,html-keyboard-response,144,336115,0.0-68.0-0.0,9fkbaxk3zu,9fkbaxk3zu,,,,,It was a bright orange.<p>,77,S,yes,N,main,first,,orange,TRUE,M2_a_M2_b,M2_a,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Female,Yes,No,18,2,Chair
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1321,,html-keyboard-response,145,337437,0.0-68.0-1.0,9fkbaxk3zu,9fkbaxk3zu,,,,,It was a reddish orange.<p>,77,S,yes,N,main,second,,orange,TRUE,M2_a_M2_b,M2_b,28,Klepousniotou et al (2008),No,Polysemy,S,TRUE,Female,Yes,No,18,2,Chair
